equipo,rival,fecha,local_visitante,goles_favor,goles_contra,resultado,tipo_partido,clima,temperatura,humedad,dias_descanso,tiros_puerta,posesion,lesionados,suspendidos
Catar,Curazao,25/01/2026,Visitante,2,1,Victoria,Copa,Soleado,9,74,4,8,45,2,0
Catar,Haití,22/01/2026,Local,1,2,Derrota,Oficial,Caluroso,26,57,7,7,60,2,0
Catar,Ecuador,12/01/2026,Local,0,2,Derrota,Copa,Lluvia,32,70,9,2,60,1,0
Catar,Ghana,08/01/2026,Visitante,1,2,Derrota,Eliminatoria,Caluroso,28,70,6,3,40,2,0
Catar,Japón,30/12/2025,Local,3,0,Victoria,Copa,Lluvia,33,66,4,9,62,1,0
Catar,Marruecos,21/12/2025,Local,1,0,Victoria,Liga de Naciones,Caluroso,29,46,14,6,48,3,0
Catar,Curazao,17/12/2025,Visitante,0,0,Empate,Eliminatoria,Caluroso,28,74,10,3,52,2,0
Catar,Haití,10/12/2025,Local,1,0,Victoria,Amistoso,Frio,10,70,7,6,69,0,0
Catar,Ecuador,30/11/2025,Local,1,3,Derrota,Amistoso,Soleado,30,73,8,5,37,2,0
Catar,Uruguay,27/11/2025,Local,3,2,Victoria,Eliminatoria,Nublado,32,58,7,7,49,0,0
Catar,Haití,20/11/2025,Local,0,2,Derrota,Liga de Naciones,Soleado,31,54,7,5,64,2,0
Catar,Francia,09/11/2025,Visitante,0,2,Derrota,Eliminatoria,Caluroso,28,51,8,4,48,0,1
Catar,Noruega,05/11/2025,Visitante,0,1,Derrota,Oficial,Lluvia,20,81,10,6,51,0,0
Catar,Brasil,30/10/2025,Visitante,1,1,Empate,Liga de Naciones,Soleado,25,58,7,5,42,1,0
Catar,República Democrática del Congo,20/10/2025,Local,0,1,Derrota,Eliminatoria,Caluroso,34,66,5,6,46,0,0
Catar,Panamá,15/10/2025,Visitante,2,2,Empate,Liga de Naciones,Caluroso,36,42,3,5,41,1,0
Catar,Haití,06/10/2025,Visitante,5,2,Victoria,Copa,Frio,3,70,4,17,54,1,1
Catar,Uzbekistán,28/09/2025,Local,1,0,Victoria,Eliminatoria,Soleado,18,50,6,6,46,0,1
Catar,Irak,23/09/2025,Local,0,1,Derrota,Amistoso,Nublado,18,53,10,5,45,1,0
Catar,Nueva Zelanda,14/09/2025,Local,4,1,Victoria,Oficial,Frio,11,82,4,11,47,0,0
Catar,Paraguay,08/09/2025,Local,1,0,Victoria,Oficial,Lluvia,22,84,14,7,60,1,0
Catar,Croacia,31/08/2025,Local,2,1,Victoria,Liga de Naciones,Soleado,15,82,6,4,40,2,0
Catar,Portugal,28/08/2025,Visitante,1,3,Derrota,Amistoso,Caluroso,35,42,6,7,38,0,1
Catar,Australia,18/08/2025,Local,3,1,Victoria,Eliminatoria,Lluvia,8,93,8,7,44,1,0
Catar,Colombia,12/08/2025,Visitante,3,2,Victoria,Oficial,Caluroso,34,55,7,9,45,2,0
Catar,Escocia,04/08/2025,Local,0,0,Empate,Eliminatoria,Soleado,31,51,3,4,53,0,0
Catar,Argentina,31/07/2025,Local,1,2,Derrota,Amistoso,Caluroso,33,41,10,5,42,0,1
Catar,Turquía,24/07/2025,Local,0,3,Derrota,Copa,Frio,12,44,12,5,58,0,0
Catar,Marruecos,15/07/2025,Visitante,2,2,Empate,Oficial,Nublado,24,66,9,10,45,1,0
Catar,Países Bajos,09/07/2025,Visitante,1,5,Derrota,Eliminatoria,Nublado,28,40,4,6,55,2,1
Catar,Ecuador,29/06/2025,Local,2,0,Victoria,Eliminatoria,Caluroso,26,55,9,9,51,0,0
Catar,Francia,25/06/2025,Visitante,0,2,Derrota,Eliminatoria,Lluvia,16,70,6,8,37,3,0
Catar,Canadá,17/06/2025,Visitante,2,0,Victoria,Oficial,Lluvia,12,88,9,3,56,2,0
Catar,Argentina,11/06/2025,Visitante,1,2,Derrota,Copa,Soleado,6,84,5,8,34,2,0
Catar,Nueva Zelanda,03/06/2025,Local,1,3,Derrota,Amistoso,Frio,9,48,9,5,54,0,2
Catar,Francia,29/05/2025,Local,0,1,Derrota,Eliminatoria,Caluroso,32,73,5,5,48,0,0
Catar,Bélgica,22/05/2025,Local,0,2,Derrota,Liga de Naciones,Frio,13,87,7,7,49,1,0
Catar,Argelia,11/05/2025,Local,2,1,Victoria,Oficial,Nublado,25,57,4,7,54,0,2
Colombia,Argentina,2026-05-30,Local,2,1,Victoria,Oficial,Soleado,27,66,8,7,49,0,0
Colombia,Paraguay,2026-05-19,Visitante,1,1,Empate,Amistoso,Soleado,28,38,5,8,43,3,0
Colombia,Ecuador,2026-05-08,Local,2,0,Victoria,Copa,Soleado,27,58,5,8,56,0,0
Colombia,Uruguay,2026-04-28,Local,3,2,Victoria,Oficial,Nublado,22,68,9,8,52,2,0
Colombia,Brasil,2026-04-16,Local,1,1,Empate,Oficial,Soleado,25,69,9,6,51,0,0
Colombia,Bosnia y Herzegovina,2026-04-03,Visitante,4,0,Victoria,Liga de Naciones,Soleado,26,56,4,11,44,1,0
Colombia,Argelia,2026-03-25,Local,3,0,Victoria,Amistoso,Frio,9,46,5,7,58,0,1
Colombia,Haití,2026-03-15,Local,1,0,Victoria,Eliminatoria,Nublado,17,56,8,8,54,2,0
Colombia,Irán,2026-03-04,Local,2,3,Derrota,Liga de Naciones,Caluroso,31,57,6,6,50,2,0
Colombia,Escocia,2026-02-18,Local,1,0,Victoria,Liga de Naciones,Lluvia,21,77,7,6,54,4,1
Colombia,Australia,07/02/2026,Visitante,1,3,Derrota,Oficial,Soleado,25,45,9,6,53,0,1
Colombia,Suiza,01/02/2026,Local,3,4,Derrota,Copa,Nublado,21,43,3,8,62,1,0
Colombia,Corea del Sur,27/01/2026,Local,1,1,Empate,Eliminatoria,Nublado,29,84,6,6,48,2,0
Colombia,Arabia Saudita,21/01/2026,Local,1,2,Derrota,Liga de Naciones,Caluroso,29,36,14,6,56,0,1
Colombia,Noruega,10/01/2026,Local,1,2,Derrota,Eliminatoria,Frio,6,80,8,8,44,0,0
Colombia,Austria,07/01/2026,Visitante,2,3,Derrota,Liga de Naciones,Lluvia,27,91,7,9,49,1,2
Colombia,Croacia,31/12/2025,Visitante,1,1,Empate,Oficial,Soleado,10,53,14,9,43,0,0
Colombia,Inglaterra,22/12/2025,Visitante,0,1,Derrota,Liga de Naciones,Frio,6,41,5,5,62,1,1
Colombia,Costa de Marfil,14/12/2025,Visitante,0,0,Empate,Oficial,Nublado,22,69,3,3,54,1,1
Colombia,Irán,10/12/2025,Visitante,1,0,Victoria,Copa,Frio,14,42,5,5,54,3,0
Colombia,Bélgica,03/12/2025,Local,3,0,Victoria,Eliminatoria,Soleado,12,68,10,10,53,1,0
Colombia,Canadá,26/11/2025,Visitante,0,2,Derrota,Liga de Naciones,Lluvia,19,81,7,2,40,3,0
Colombia,Argentina,17/11/2025,Visitante,1,1,Empate,Eliminatoria,Caluroso,35,54,5,8,41,0,0
Colombia,Austria,09/11/2025,Local,1,1,Empate,Liga de Naciones,Lluvia,13,68,3,6,61,2,0
Colombia,Nueva Zelanda,02/11/2025,Visitante,5,0,Victoria,Eliminatoria,Frio,9,44,6,14,52,0,0
Colombia,Alemania,29/10/2025,Visitante,0,1,Derrota,Liga de Naciones,Nublado,23,55,6,5,54,0,0
Colombia,España,20/10/2025,Visitante,0,2,Derrota,Amistoso,Soleado,18,84,6,3,45,1,0
Colombia,Suecia,13/10/2025,Visitante,3,1,Victoria,Eliminatoria,Caluroso,30,53,12,9,37,0,0
Colombia,Nueva Zelanda,04/10/2025,Visitante,0,1,Derrota,Eliminatoria,Caluroso,32,81,6,4,63,0,0
Colombia,Haití,01/10/2025,Local,1,0,Victoria,Oficial,Nublado,28,44,8,8,54,4,0
Colombia,México,20/09/2025,Local,0,1,Derrota,Liga de Naciones,Soleado,21,65,4,7,64,2,1
Colombia,Catar,17/09/2025,Local,3,1,Victoria,Eliminatoria,Caluroso,35,37,12,8,52,1,0
Colombia,España,07/09/2025,Visitante,2,1,Victoria,Liga de Naciones,Nublado,7,53,5,8,47,0,0
Colombia,República Democrática del Congo,03/09/2025,Visitante,5,1,Victoria,Amistoso,Soleado,28,52,8,13,54,1,0
Colombia,Estados Unidos,27/08/2025,Local,3,1,Victoria,Oficial,Lluvia,9,78,8,8,54,0,0
Colombia,Marruecos,20/08/2025,Local,0,0,Empate,Oficial,Frio,9,73,6,2,42,0,0
Colombia,Noruega,11/08/2025,Visitante,3,1,Victoria,Liga de Naciones,Nublado,27,83,14,10,46,1,1
Colombia,Brasil,03/08/2025,Visitante,2,2,Empate,Eliminatoria,Frio,9,56,14,8,36,2,1
Colombia,Sudáfrica,26/07/2025,Local,0,1,Derrota,Copa,Caluroso,26,53,7,6,54,2,1
Colombia,Ghana,21/07/2025,Local,1,0,Victoria,Eliminatoria,Lluvia,9,91,3,6,61,1,0
Colombia,Croacia,14/07/2025,Local,0,0,Empate,Copa,Soleado,10,39,8,4,55,1,0
Colombia,Arabia Saudita,07/07/2025,Local,2,0,Victoria,Amistoso,Soleado,6,54,9,8,62,0,0
Colombia,Australia,02/07/2025,Local,1,0,Victoria,Oficial,Nublado,18,51,4,6,58,1,0
Colombia,Argelia,21/06/2025,Local,2,0,Victoria,Oficial,Soleado,23,71,8,5,53,3,0
Colombia,Egipto,17/06/2025,Local,1,0,Victoria,Eliminatoria,Nublado,12,87,4,8,65,0,0
Colombia,Brasil,08/06/2025,Visitante,0,2,Derrota,Liga de Naciones,Frio,6,71,5,6,44,1,0
Colombia,España,02/06/2025,Local,1,3,Derrota,Liga de Naciones,Soleado,10,64,8,5,52,0,2
Colombia,Nueva Zelanda,25/05/2025,Visitante,1,1,Empate,Copa,Frio,5,51,3,8,45,2,1
Colombia,Australia,20/05/2025,Local,3,0,Victoria,Eliminatoria,Soleado,20,87,14,12,49,1,0
Colombia,Austria,13/05/2025,Local,0,0,Empate,Eliminatoria,Frio,7,75,7,2,60,0,0
Corea del Sur,Australia,2026-05-29,Local,2,2,Empate,Amistoso,Soleado,29,37,6,9,59,0,0
Corea del Sur,Jordania,2026-05-19,Local,2,1,Victoria,Oficial,Soleado,29,37,8,5,69,2,0
Corea del Sur,Catar,2026-05-06,Visitante,2,2,Empate,Amistoso,Soleado,27,36,6,5,46,2,1
Corea del Sur,Uzbekistán,2026-04-26,Local,2,2,Empate,Amistoso,Frio,5,75,7,8,60,1,0
Corea del Sur,Arabia Saudita,2026-04-16,Local,1,5,Derrota,Eliminatoria,Nublado,19,72,9,5,45,0,0
Corea del Sur,Irak,2026-04-06,Local,2,1,Victoria,Oficial,Nublado,18,57,6,5,60,0,1
Corea del Sur,Japón,2026-03-26,Local,3,1,Victoria,Oficial,Lluvia,24,73,5,10,54,3,0
Corea del Sur,Canadá,2026-03-13,Visitante,2,1,Victoria,Liga de Naciones,Nublado,18,58,6,9,49,0,0
Corea del Sur,Bélgica,2026-03-02,Local,0,2,Derrota,Amistoso,Nublado,22,81,5,4,42,1,1
Corea del Sur,Argelia,2026-02-19,Visitante,3,1,Victoria,Amistoso,Soleado,23,52,8,9,57,3,0
Corea del Sur,Australia,11/02/2026,Visitante,1,1,Empate,Eliminatoria,Soleado,22,75,5,8,49,0,1
Corea del Sur,Austria,02/02/2026,Visitante,0,0,Empate,Eliminatoria,Lluvia,20,78,7,3,42,0,0
Corea del Sur,Brasil,27/01/2026,Visitante,2,1,Victoria,Liga de Naciones,Nublado,10,35,14,6,56,1,0
Corea del Sur,Uzbekistán,22/01/2026,Visitante,1,0,Victoria,Eliminatoria,Soleado,17,76,3,5,59,0,0
Corea del Sur,Ecuador,12/01/2026,Visitante,0,2,Derrota,Oficial,Lluvia,7,78,10,7,54,0,1
Corea del Sur,Suiza,08/01/2026,Visitante,0,3,Derrota,Oficial,Caluroso,31,59,7,6,46,1,1
Corea del Sur,Bélgica,28/12/2025,Visitante,1,0,Victoria,Oficial,Soleado,19,39,6,7,42,1,1
Corea del Sur,Países Bajos,24/12/2025,Visitante,0,1,Derrota,Copa,Lluvia,30,93,7,5,46,0,2
Corea del Sur,Marruecos,18/12/2025,Local,2,2,Empate,Copa,Nublado,26,38,3,5,59,2,0
Corea del Sur,Suecia,11/12/2025,Local,1,0,Victoria,Oficial,Nublado,18,76,3,8,54,3,0
Corea del Sur,Costa de Marfil,02/12/2025,Local,2,1,Victoria,Amistoso,Lluvia,11,72,7,12,46,0,0
Corea del Sur,Bosnia y Herzegovina,24/11/2025,Local,1,0,Victoria,Eliminatoria,Nublado,29,42,5,7,58,3,0
Corea del Sur,Catar,19/11/2025,Local,0,0,Empate,Amistoso,Frio,9,86,3,5,51,2,1
Corea del Sur,Cabo Verde,13/11/2025,Visitante,2,1,Victoria,Amistoso,Lluvia,12,68,4,8,59,0,0
Corea del Sur,Irán,04/11/2025,Visitante,1,0,Victoria,Eliminatoria,Soleado,17,45,4,4,63,0,0
Corea del Sur,Panamá,26/10/2025,Local,1,1,Empate,Copa,Caluroso,27,82,3,9,64,5,0
Corea del Sur,Costa de Marfil,19/10/2025,Visitante,4,1,Victoria,Liga de Naciones,Lluvia,13,92,10,10,36,0,0
Corea del Sur,Nueva Zelanda,16/10/2025,Local,2,0,Victoria,Copa,Frio,13,72,6,8,59,0,0
Corea del Sur,Paraguay,09/10/2025,Local,0,0,Empate,Eliminatoria,Soleado,27,40,9,6,63,3,0
Corea del Sur,Croacia,01/10/2025,Visitante,2,2,Empate,Liga de Naciones,Nublado,22,81,9,9,58,1,0
Corea del Sur,Paraguay,22/09/2025,Local,1,1,Empate,Liga de Naciones,Lluvia,21,80,9,9,59,1,1
Corea del Sur,México,14/09/2025,Local,0,2,Derrota,Eliminatoria,Caluroso,26,49,4,4,61,3,1
Corea del Sur,Nueva Zelanda,07/09/2025,Local,3,1,Victoria,Oficial,Nublado,32,61,6,9,67,2,0
Corea del Sur,Curazao,03/09/2025,Local,5,0,Victoria,Liga de Naciones,Frio,4,50,5,15,62,1,0
Corea del Sur,Uzbekistán,26/08/2025,Visitante,1,0,Victoria,Liga de Naciones,Soleado,28,88,8,9,54,1,0
Corea del Sur,Cabo Verde,19/08/2025,Visitante,1,1,Empate,Oficial,Lluvia,25,68,4,8,38,1,1
Corea del Sur,Colombia,12/08/2025,Local,3,0,Victoria,Oficial,Frio,11,41,9,10,43,1,0
Corea del Sur,Túnez,03/08/2025,Visitante,0,1,Derrota,Eliminatoria,Soleado,33,70,4,9,44,1,0
Corea del Sur,Turquía,29/07/2025,Local,3,1,Victoria,Amistoso,Frio,10,36,4,10,53,4,1
Corea del Sur,Costa de Marfil,23/07/2025,Local,0,0,Empate,Copa,Soleado,17,69,12,8,59,2,0
Corea del Sur,Ecuador,13/07/2025,Local,1,0,Victoria,Eliminatoria,Frio,8,86,10,7,60,1,0
Corea del Sur,Escocia,08/07/2025,Local,2,1,Victoria,Eliminatoria,Frio,13,51,7,14,56,3,0
Corea del Sur,Croacia,02/07/2025,Local,1,1,Empate,Amistoso,Frio,12,43,9,7,41,0,0
Corea del Sur,Uzbekistán,22/06/2025,Visitante,3,0,Victoria,Liga de Naciones,Lluvia,19,85,3,9,44,2,0
Corea del Sur,México,18/06/2025,Visitante,3,0,Victoria,Liga de Naciones,Frio,4,66,3,10,47,0,0
Corea del Sur,Jordania,11/06/2025,Visitante,3,0,Victoria,Liga de Naciones,Frio,13,48,14,6,57,1,2
Corea del Sur,Sudáfrica,01/06/2025,Visitante,2,2,Empate,Amistoso,Frio,7,84,4,7,47,0,1
Corea del Sur,Suecia,25/05/2025,Local,1,0,Victoria,Eliminatoria,Caluroso,30,51,6,3,47,0,0
Corea del Sur,Curazao,18/05/2025,Visitante,1,0,Victoria,Oficial,Frio,13,58,8,6,53,0,0
Corea del Sur,Egipto,11/05/2025,Local,3,1,Victoria,Amistoso,Soleado,11,82,7,10,55,1,0
Costa de Marfil,Egipto,2026-05-29,Visitante,3,0,Victoria,Oficial,Soleado,23,40,4,8,44,4,0
Costa de Marfil,Sudáfrica,2026-05-18,Visitante,0,0,Empate,Eliminatoria,Soleado,27,63,5,5,41,2,0
Costa de Marfil,Túnez,2026-05-08,Visitante,1,1,Empate,Eliminatoria,Lluvia,15,88,9,4,51,0,0
Costa de Marfil,Senegal,2026-04-26,Local,1,1,Empate,Eliminatoria,Caluroso,36,44,9,6,58,1,1
Costa de Marfil,Cabo Verde,2026-04-14,Visitante,1,0,Victoria,Oficial,Soleado,19,52,3,6,47,0,0
Costa de Marfil,República Democrática del Congo,2026-04-06,Visitante,2,2,Empate,Eliminatoria,Soleado,19,67,7,7,46,0,1
Costa de Marfil,Marruecos,2026-03-25,Local,1,3,Derrota,Eliminatoria,Soleado,21,66,9,5,51,2,0
Costa de Marfil,Catar,2026-03-13,Local,2,0,Victoria,Liga de Naciones,Soleado,26,67,5,8,62,3,1
Costa de Marfil,Corea del Sur,2026-03-01,Visitante,0,1,Derrota,Eliminatoria,Soleado,28,39,6,4,55,2,1
Costa de Marfil,Croacia,2026-02-19,Local,2,0,Victoria,Amistoso,Nublado,23,72,4,8,50,2,1
Costa de Marfil,Estados Unidos,09/02/2026,Visitante,0,0,Empate,Oficial,Frio,7,43,8,6,47,0,0
Costa de Marfil,Austria,05/02/2026,Visitante,0,0,Empate,Eliminatoria,Soleado,14,55,12,8,43,1,1
Costa de Marfil,Argentina,27/01/2026,Local,0,2,Derrota,Eliminatoria,Nublado,6,74,7,4,44,2,0
Costa de Marfil,Croacia,19/01/2026,Local,3,0,Victoria,Copa,Nublado,31,87,10,10,46,0,0
Costa de Marfil,Uzbekistán,15/01/2026,Local,1,0,Victoria,Eliminatoria,Caluroso,35,56,5,6,40,2,0
Costa de Marfil,Cabo Verde,06/01/2026,Local,1,2,Derrota,Amistoso,Caluroso,29,56,12,7,66,0,0
Costa de Marfil,Ghana,30/12/2025,Visitante,1,0,Victoria,Amistoso,Caluroso,28,49,5,7,54,1,1
Costa de Marfil,Inglaterra,24/12/2025,Local,2,0,Victoria,Liga de Naciones,Soleado,32,69,6,7,40,0,0
Costa de Marfil,Argelia,15/12/2025,Visitante,1,1,Empate,Eliminatoria,Frio,11,53,4,10,46,3,0
Costa de Marfil,Uruguay,07/12/2025,Visitante,0,2,Derrota,Eliminatoria,Frio,11,47,3,6,49,2,0
Costa de Marfil,Colombia,02/12/2025,Visitante,2,3,Derrota,Liga de Naciones,Frio,10,76,5,6,35,0,0
Costa de Marfil,Haití,24/11/2025,Local,2,0,Victoria,Oficial,Frio,9,45,5,6,59,1,1
Costa de Marfil,Panamá,18/11/2025,Visitante,0,0,Empate,Oficial,Nublado,21,44,5,6,46,1,0
Costa de Marfil,Marruecos,12/11/2025,Local,1,0,Victoria,Eliminatoria,Nublado,12,40,6,7,46,1,0
Costa de Marfil,Estados Unidos,06/11/2025,Local,1,2,Derrota,Eliminatoria,Soleado,12,75,5,5,66,2,1
Costa de Marfil,Nueva Zelanda,30/10/2025,Visitante,1,0,Victoria,Oficial,Nublado,15,57,12,4,51,1,0
Costa de Marfil,Ecuador,20/10/2025,Visitante,1,1,Empate,Oficial,Caluroso,28,68,10,5,49,1,0
Costa de Marfil,Sudáfrica,13/10/2025,Local,1,0,Victoria,Liga de Naciones,Caluroso,28,49,9,6,54,0,1
Costa de Marfil,Bélgica,06/10/2025,Local,0,1,Derrota,Eliminatoria,Caluroso,34,53,3,6,30,0,2
Costa de Marfil,Uruguay,02/10/2025,Local,2,1,Victoria,Oficial,Lluvia,23,86,8,5,50,0,0
Costa de Marfil,Alemania,25/09/2025,Visitante,0,2,Derrota,Liga de Naciones,Soleado,12,42,5,5,30,0,0
Costa de Marfil,Haití,16/09/2025,Local,3,1,Victoria,Eliminatoria,Frio,3,51,6,9,48,1,0
Costa de Marfil,Ghana,11/09/2025,Visitante,2,2,Empate,Amistoso,Soleado,21,67,6,8,47,4,1
Costa de Marfil,Senegal,01/09/2025,Local,1,0,Victoria,Eliminatoria,Soleado,25,57,12,8,48,0,2
Costa de Marfil,Uzbekistán,26/08/2025,Local,4,2,Victoria,Eliminatoria,Frio,11,74,4,11,49,1,0
Costa de Marfil,Argentina,20/08/2025,Local,0,2,Derrota,Oficial,Soleado,31,81,7,6,52,0,0
Costa de Marfil,Túnez,11/08/2025,Local,3,1,Victoria,Eliminatoria,Lluvia,6,65,6,12,56,1,1
Costa de Marfil,Francia,05/08/2025,Visitante,1,2,Derrota,Oficial,Frio,13,73,8,5,53,0,1
Costa de Marfil,Inglaterra,29/07/2025,Visitante,1,3,Derrota,Oficial,Caluroso,27,38,9,5,49,0,0
Costa de Marfil,Senegal,22/07/2025,Local,1,2,Derrota,Liga de Naciones,Caluroso,28,46,6,7,38,1,0
Costa de Marfil,Cabo Verde,17/07/2025,Local,0,0,Empate,Liga de Naciones,Lluvia,20,78,5,4,61,1,0
Costa de Marfil,Panamá,10/07/2025,Local,0,0,Empate,Oficial,Caluroso,36,62,7,5,66,1,0
Costa de Marfil,Canadá,30/06/2025,Visitante,3,1,Victoria,Amistoso,Soleado,11,77,8,10,55,1,0
Costa de Marfil,Nueva Zelanda,23/06/2025,Visitante,3,0,Victoria,Liga de Naciones,Frio,13,81,9,5,37,2,1
Costa de Marfil,Panamá,17/06/2025,Visitante,2,4,Derrota,Copa,Soleado,11,60,7,9,40,0,0
Costa de Marfil,Ghana,09/06/2025,Visitante,0,1,Derrota,Liga de Naciones,Nublado,32,62,6,5,53,1,1
Costa de Marfil,Noruega,02/06/2025,Local,1,0,Victoria,Eliminatoria,Nublado,25,49,12,7,52,0,0
Costa de Marfil,Irán,28/05/2025,Visitante,2,1,Victoria,Eliminatoria,Nublado,29,68,6,8,44,1,0
Costa de Marfil,Haití,21/05/2025,Visitante,0,1,Derrota,Liga de Naciones,Lluvia,21,77,9,6,39,0,0
Costa de Marfil,Argentina,12/05/2025,Visitante,1,1,Empate,Oficial,Nublado,18,36,9,6,37,0,0
Croacia,Suecia,2026-05-28,Local,0,1,Derrota,Eliminatoria,Frio,11,54,9,3,55,2,0
Croacia,Turquía,2026-05-19,Visitante,4,2,Victoria,Amistoso,Soleado,22,35,3,11,47,1,1
Croacia,España,2026-05-06,Visitante,0,2,Derrota,Eliminatoria,Frio,13,73,3,6,52,2,1
Croacia,Bélgica,2026-04-27,Local,1,0,Victoria,Amistoso,Soleado,19,45,3,5,55,0,1
Croacia,Alemania,2026-04-17,Visitante,1,0,Victoria,Amistoso,Soleado,25,35,6,6,48,3,0
Croacia,Escocia,2026-04-06,Local,2,2,Empate,Liga de Naciones,Nublado,19,61,4,11,53,2,1
Croacia,Francia,2026-03-23,Local,0,0,Empate,Eliminatoria,Frio,12,60,6,6,51,0,0
Croacia,Costa de Marfil,2026-03-15,Local,0,1,Derrota,Eliminatoria,Lluvia,23,80,5,5,60,0,0
Croacia,Uruguay,2026-03-03,Local,3,0,Victoria,Copa,Nublado,17,79,8,9,53,0,0
Croacia,Irak,2026-02-18,Visitante,2,0,Victoria,Liga de Naciones,Soleado,27,46,9,8,56,2,0
Croacia,España,07/02/2026,Visitante,0,1,Derrota,Oficial,Soleado,21,45,14,1,57,1,0
Croacia,Argentina,01/02/2026,Local,2,0,Victoria,Eliminatoria,Nublado,33,61,10,8,59,1,0
Croacia,Nueva Zelanda,26/01/2026,Local,4,1,Victoria,Copa,Lluvia,28,81,7,11,67,3,1
Croacia,Egipto,21/01/2026,Visitante,0,1,Derrota,Amistoso,Soleado,22,69,4,6,49,1,0
Croacia,Suiza,13/01/2026,Visitante,0,1,Derrota,Copa,Caluroso,31,38,3,2,49,0,0
Croacia,Países Bajos,04/01/2026,Local,2,0,Victoria,Liga de Naciones,Caluroso,34,82,8,7,48,4,0
Croacia,España,30/12/2025,Local,0,0,Empate,Copa,Nublado,28,72,5,4,50,1,0
Croacia,Cabo Verde,23/12/2025,Visitante,2,0,Victoria,Amistoso,Frio,5,78,9,6,64,2,0
Croacia,República Checa,17/12/2025,Visitante,1,1,Empate,Liga de Naciones,Soleado,23,87,7,5,54,0,0
Croacia,Jordania,06/12/2025,Visitante,0,0,Empate,Amistoso,Lluvia,24,72,14,6,63,1,0
Croacia,Marruecos,03/12/2025,Local,1,0,Victoria,Amistoso,Lluvia,13,71,5,10,58,1,0
Croacia,Inglaterra,24/11/2025,Local,1,0,Victoria,Eliminatoria,Frio,11,54,8,4,56,1,0
Croacia,Curazao,18/11/2025,Visitante,5,0,Victoria,Copa,Soleado,6,45,12,9,53,1,1
Croacia,Argelia,09/11/2025,Local,4,0,Victoria,Oficial,Lluvia,9,68,7,10,71,2,1
Croacia,Cabo Verde,03/11/2025,Local,1,0,Victoria,Eliminatoria,Caluroso,28,47,5,6,57,1,0
Croacia,Sudáfrica,28/10/2025,Visitante,0,0,Empate,Liga de Naciones,Soleado,21,68,5,7,67,0,0
Croacia,Países Bajos,20/10/2025,Visitante,0,0,Empate,Oficial,Lluvia,18,66,14,4,50,1,0
Croacia,Portugal,14/10/2025,Local,1,2,Derrota,Oficial,Soleado,28,52,6,5,63,1,0
Croacia,Túnez,08/10/2025,Local,0,1,Derrota,Copa,Soleado,19,55,14,7,50,0,0
Croacia,Suiza,27/09/2025,Local,2,0,Victoria,Oficial,Caluroso,30,42,10,7,56,0,0
Croacia,Sudáfrica,20/09/2025,Local,1,0,Victoria,Copa,Frio,9,74,14,7,68,2,1
Croacia,Francia,15/09/2025,Local,2,1,Victoria,Eliminatoria,Caluroso,35,82,5,8,61,2,0
Croacia,Irak,06/09/2025,Local,2,0,Victoria,Liga de Naciones,Nublado,6,87,3,6,52,2,0
Croacia,Ghana,30/08/2025,Visitante,3,3,Empate,Liga de Naciones,Caluroso,31,52,6,6,56,0,1
Croacia,Japón,24/08/2025,Visitante,5,0,Victoria,Amistoso,Caluroso,34,86,8,12,66,0,0
Croacia,Marruecos,17/08/2025,Local,5,0,Victoria,Eliminatoria,Nublado,18,70,5,12,49,3,1
Croacia,España,11/08/2025,Visitante,2,2,Empate,Liga de Naciones,Frio,12,74,9,9,42,1,0
Croacia,Senegal,02/08/2025,Local,2,0,Victoria,Oficial,Caluroso,34,57,5,7,53,0,0
Croacia,Egipto,30/07/2025,Local,3,0,Victoria,Liga de Naciones,Soleado,21,84,9,6,63,1,1
Croacia,España,19/07/2025,Local,1,5,Derrota,Eliminatoria,Frio,4,69,4,7,46,2,0
Croacia,Costa de Marfil,14/07/2025,Visitante,1,1,Empate,Amistoso,Nublado,21,52,7,9,59,1,0
Croacia,Argentina,06/07/2025,Visitante,0,0,Empate,Amistoso,Soleado,6,59,9,5,37,1,1
Croacia,Inglaterra,29/06/2025,Visitante,1,2,Derrota,Eliminatoria,Caluroso,36,82,9,5,56,0,0
Croacia,Portugal,24/06/2025,Local,1,1,Empate,Eliminatoria,Caluroso,28,63,4,5,44,1,0
Croacia,España,16/06/2025,Local,0,0,Empate,Oficial,Nublado,34,39,3,7,41,2,0
Croacia,Francia,11/06/2025,Local,6,2,Victoria,Liga de Naciones,Nublado,25,46,10,11,57,0,0
Croacia,Escocia,02/06/2025,Visitante,6,1,Victoria,Oficial,Soleado,16,51,4,13,55,0,0
Croacia,Noruega,27/05/2025,Visitante,1,1,Empate,Oficial,Soleado,34,73,12,6,46,1,1
Croacia,Suiza,17/05/2025,Visitante,3,0,Victoria,Eliminatoria,Caluroso,31,76,3,10,39,0,1
Croacia,Bosnia y Herzegovina,14/05/2025,Local,1,0,Victoria,Liga de Naciones,Caluroso,28,49,14,4,49,1,0
Curazao,Estados Unidos,2026-05-29,Local,2,1,Victoria,Eliminatoria,Soleado,30,38,4,3,57,1,1
Curazao,Canadá,2026-05-18,Visitante,1,1,Empate,Eliminatoria,Lluvia,18,82,3,4,44,2,0
Curazao,Panamá,2026-05-08,Visitante,0,2,Derrota,Oficial,Caluroso,33,65,3,6,47,1,0
